Team1Agent1,Team1Agent2,Team1Agent3,Team1Agent4,Team1Agent5,Team2Agent1,Team2Agent2,Team2Agent3,Team2Agent4,Team2Agent5,Map,Victory
astra,sova,cypher,skye,raze,omen,jett,sova,phoenix,cypher,Haven,Team 1
jett,killjoy,viper,sage,sova,raze,viper,sova,sage,killjoy,Icebox,Team 1
viper,jett,raze,sage,astra,astra,reyna,breach,jett,killjoy,Split,Team 1
killjoy,sova,skye,raze,astra,phoenix,jett,astra,cypher,sova,Haven,Team 2
phoenix,sova,cypher,jett,astra,sova,breach,astra,cypher,jett,Haven,Team 2
killjoy,jett,astra,raze,breach,raze,astra,sage,jett,viper,Split,Team 2
viper,sova,killjoy,jett,sage,sage,raze,jett,skye,viper,Icebox,Team 1
sage,viper,raze,jett,astra,raze,jett,astra,breach,cypher,Split,Team 1
sova,jett,phoenix,omen,cypher,jett,phoenix,sova,cypher,astra,Haven,Team 2
raze,jett,omen,sova,cypher,raze,sova,brimstone,skye,viper,Bind,Team 2
sova,omen,phoenix,killjoy,raze,phoenix,raze,killjoy,omen,sova,Ascent,Team 2
sova,cypher,astra,raze,phoenix,phoenix,omen,sova,cypher,jett,Haven,Team 1
phoenix,viper,sova,raze,astra,raze,omen,viper,sova,skye,Bind,Team 1
sova,raze,omen,killjoy,jett,raze,omen,killjoy,sage,sova,Icebox,Team 1
killjoy,viper,sova,jett,sage,killjoy,jett,viper,sage,sova,Icebox,Team 2
raze,breach,viper,astra,skye,raze,sova,viper,killjoy,skye,Bind,Team 1
jett,viper,sage,astra,raze,raze,breach,sage,killjoy,astra,Split,Team 2
phoenix,sova,cypher,jett,omen,killjoy,sova,raze,omen,jett,Haven,Team 1
omen,cypher,jett,sova,raze,sova,jett,raze,killjoy,omen,Bind,Team 1
jett,astra,cypher,phoenix,sova,sova,phoenix,cypher,sage,astra,Haven,Team 2
raze,brimstone,viper,sova,skye,raze,sage,viper,skye,astra,Bind,Team 1
cypher,sova,jett,phoenix,astra,astra,reyna,sage,viper,sova,Ascent,Team 1
jett,raze,viper,astra,sova,raze,cypher,astra,phoenix,sova,Bind,Team 2
viper,sova,jett,sage,killjoy,raze,viper,phoenix,sova,killjoy,Icebox,Team 1
jett,sage,killjoy,astra,sova,jett,cypher,phoenix,sova,astra,Ascent,Team 1
reyna,jett,sova,killjoy,astra,jett,sova,phoenix,cypher,omen,Ascent,Team 1
cypher,jett,sova,astra,reyna,sova,cypher,phoenix,omen,jett,Haven,Team 2
jett,astra,raze,cypher,breach,raze,omen,sage,cypher,jett,Split,Team 1
jett,killjoy,sage,viper,sova,cypher,jett,sage,skye,viper,Breeze,Team 2
jett,raze,omen,cypher,sova,jett,sova,breach,omen,cypher,Haven,Team 1
sova,raze,killjoy,viper,skye,phoenix,viper,raze,killjoy,sage,Bind,Team 1
sova,astra,skye,viper,raze,raze,brimstone,sage,sova,astra,Bind,Team 2
omen,raze,cypher,sage,breach,raze,breach,omen,sage,astra,Split,Team 1
sova,viper,killjoy,skye,jett,reyna,sage,jett,sova,viper,Icebox,Team 2
astra,viper,skye,yoru,sova,skye,viper,brimstone,raze,sova,Bind,Team 1
killjoy,sova,omen,yoru,sage,viper,raze,breach,sage,astra,Split,Team 1
sage,skye,sova,jett,viper,reyna,jett,viper,sova,sage,Icebox,Team 2
sova,killjoy,astra,raze,skye,sova,omen,phoenix,reyna,killjoy,Haven,Team 1
reyna,sage,raze,viper,astra,cypher,astra,skye,sage,raze,Split,Team 1
jett,skye,phoenix,omen,killjoy,killjoy,breach,jett,omen,skye,Haven,Team 1
viper,jett,brimstone,breach,sova,jett,killjoy,omen,raze,breach,Split,Team 1
sova,viper,jett,sage,reyna,killjoy,sova,sage,jett,viper,Icebox,Team 2
viper,sage,killjoy,brimstone,skye,astra,skye,sova,jett,killjoy,Haven,Team 1
sova,astra,viper,skye,raze,viper,raze,sova,astra,skye,Bind,Team 1
raze,killjoy,sova,brimstone,breach,sage,raze,omen,cypher,sova,Bind,Team 2
raze,astra,viper,breach,cypher,omen,astra,raze,breach,sage,Split,Team 2
sova,sage,astra,killjoy,phoenix,phoenix,astra,jett,sage,sova,Ascent,Team 2
raze,killjoy,astra,breach,sage,viper,sova,raze,jett,omen,Split,Team 1
sova,killjoy,jett,breach,astra,jett,raze,sova,viper,omen,Bind,Team 1
raze,cypher,breach,astra,sova,omen,jett,sova,sage,cypher,Haven,Team 2
raze,killjoy,breach,sage,omen,raze,cypher,breach,astra,sage,Split,Team 2
raze,killjoy,phoenix,skye,astra,sova,cypher,astra,sage,jett,Haven,Team 1
sage,reyna,astra,sova,cypher,jett,killjoy,astra,sage,sova,Ascent,Team 1
raze,cypher,astra,breach,sova,phoenix,sova,jett,omen,cypher,Haven,Team 1
viper,sova,sage,skye,killjoy,reyna,viper,killjoy,sage,sova,Icebox,Team 1
sova,astra,killjoy,raze,skye,reyna,brimstone,raze,viper,skye,Bind,Team 1
omen,breach,jett,viper,sage,raze,killjoy,jett,breach,astra,Split,Team 1
astra,jett,skye,sage,sova,killjoy,omen,sage,jett,sova,Ascent,Team 1
sage,raze,killjoy,breach,astra,sova,brimstone,jett,viper,breach,Split,Team 1
jett,skye,sova,cypher,omen,jett,omen,phoenix,killjoy,skye,Haven,Team 2
killjoy,omen,phoenix,jett,sova,sova,killjoy,jett,omen,breach,Ascent,Team 1
jett,skye,viper,cypher,sage,sova,killjoy,phoenix,astra,jett,Ascent,Team 1
jett,breach,cypher,sova,omen,phoenix,astra,jett,sova,killjoy,Haven,Team 2
killjoy,sova,viper,jett,sage,sova,sage,jett,killjoy,viper,Icebox,Team 2
jett,raze,omen,sova,killjoy,killjoy,jett,sova,breach,omen,Ascent,Team 2
astra,skye,sova,viper,raze,raze,skye,sova,cypher,brimstone,Bind,Team 1
viper,skye,jett,killjoy,sova,sova,jett,viper,sage,killjoy,Icebox,Team 2
sage,killjoy,skye,viper,brimstone,raze,sova,killjoy,breach,omen,Haven,Team 1
jett,sova,phoenix,viper,astra,raze,sova,viper,skye,astra,Bind,Team 2
jett,phoenix,astra,sova,cypher,jett,sova,astra,killjoy,skye,Haven,Team 2
viper,raze,astra,cypher,breach,raze,jett,omen,sage,cypher,Split,Team 1
raze,astra,sova,killjoy,viper,sova,cypher,astra,raze,sage,Bind,Team 2
killjoy,sova,sage,phoenix,astra,sova,killjoy,sage,jett,astra,Ascent,Team 1
jett,phoenix,sage,astra,sova,astra,reyna,jett,killjoy,sova,Ascent,Team 1
viper,sova,jett,sage,reyna,reyna,jett,sage,sova,viper,Icebox,Team 2
omen,raze,astra,sage,breach,breach,astra,sage,raze,killjoy,Split,Team 1
sage,reyna,sova,viper,jett,jett,viper,sova,sage,reyna,Icebox,Team 1
astra,sage,sova,skye,jett,astra,jett,sova,breach,killjoy,Ascent,Team 1
killjoy,omen,sova,raze,sage,jett,astra,killjoy,breach,sova,Ascent,Team 1
killjoy,skye,omen,sage,raze,killjoy,astra,jett,viper,skye,Haven,Team 2
sage,raze,skye,viper,astra,killjoy,raze,breach,sage,astra,Split,Team 2
jett,killjoy,skye,omen,phoenix,jett,sova,killjoy,omen,skye,Haven,Team 1
omen,killjoy,sova,jett,breach,sova,killjoy,raze,omen,skye,Ascent,Team 1
sage,reyna,cypher,astra,sova,jett,raze,killjoy,omen,breach,Ascent,Team 1
raze,brimstone,skye,sova,viper,omen,raze,killjoy,breach,jett,Bind,Team 1
jett,astra,cypher,sova,breach,omen,sova,killjoy,jett,sage,Ascent,Team 1
sage,jett,sova,viper,skye,killjoy,jett,sova,sage,viper,Icebox,Team 1
sova,brimstone,phoenix,raze,jett,brimstone,raze,jett,sova,breach,Bind,Team 1
jett,sova,sage,killjoy,omen,jett,killjoy,sova,omen,reyna,Ascent,Team 1
reyna,sage,raze,cypher,astra,jett,breach,cypher,raze,omen,Split,Team 1
jett,raze,skye,astra,breach,jett,raze,astra,sova,sage,Bind,Team 1
killjoy,reyna,astra,raze,sova,sage,killjoy,astra,skye,raze,Haven,Team 1
raze,jett,sova,astra,viper,astra,breach,viper,raze,sage,Bind,Team 1
jett,killjoy,sova,phoenix,astra,reyna,viper,sova,killjoy,astra,Ascent,Team 2
jett,sova,killjoy,phoenix,astra,sova,jett,astra,viper,skye,Haven,Team 2
sova,omen,skye,viper,raze,omen,sova,skye,raze,viper,Bind,Team 2
raze,jett,sova,killjoy,omen,jett,sova,omen,killjoy,reyna,Ascent,Team 1
jett,raze,sage,omen,sova,reyna,omen,sova,sage,jett,Icebox,Team 1
reyna,sage,viper,jett,sova,killjoy,jett,omen,sova,sage,Icebox,Team 2
jett,astra,sova,killjoy,reyna,jett,reyna,sova,omen,killjoy,Ascent,Team 2
raze,sova,viper,brimstone,killjoy,astra,killjoy,raze,skye,sage,Haven,Team 1
raze,killjoy,phoenix,sova,omen,cypher,sova,omen,jett,yoru,Ascent,Team 2
skye,raze,killjoy,brimstone,phoenix,raze,skye,sova,astra,viper,Bind,Team 1
sova,raze,brimstone,astra,sage,sova,astra,raze,viper,skye,Bind,Team 2
omen,astra,raze,sage,breach,sage,omen,cypher,breach,raze,Split,Team 2
raze,viper,astra,breach,cypher,killjoy,raze,sage,jett,astra,Split,Team 1
phoenix,sova,killjoy,sage,astra,killjoy,sova,jett,reyna,astra,Ascent,Team 1
astra,cypher,phoenix,jett,sova,jett,raze,cypher,sova,omen,Haven,Team 1
reyna,jett,viper,sova,sage,raze,jett,sage,sova,viper,Icebox,Team 1
jett,killjoy,viper,sova,sage,killjoy,jett,sova,reyna,omen,Icebox,Team 1
reyna,raze,killjoy,sova,astra,omen,jett,sova,cypher,reyna,Haven,Team 1
jett,sova,cypher,skye,omen,cypher,jett,reyna,sova,astra,Ascent,Team 2
jett,cypher,phoenix,sova,brimstone,reyna,cypher,sova,raze,astra,Bind,Team 2
viper,jett,sova,phoenix,astra,raze,killjoy,skye,sage,astra,Haven,Team 2
viper,astra,skye,raze,sova,sage,raze,jett,sova,astra,Bind,Team 1
reyna,sage,viper,raze,astra,sage,astra,killjoy,raze,breach,Split,Team 2
killjoy,jett,sova,astra,skye,killjoy,phoenix,jett,astra,sova,Ascent,Team 2
sova,astra,raze,viper,skye,jett,cypher,sova,astra,raze,Bind,Team 2
brimstone,sova,cypher,reyna,jett,reyna,sova,killjoy,jett,omen,Haven,Team 2
reyna,cypher,jett,omen,sova,jett,cypher,raze,omen,sova,Haven,Team 2
sova,astra,raze,skye,killjoy,reyna,killjoy,jett,sova,astra,Haven,Team 2
viper,jett,sova,sage,killjoy,skye,sage,omen,raze,viper,Icebox,Team 1
jett,raze,sova,breach,astra,jett,raze,sova,omen,cypher,Haven,Team 2
jett,killjoy,sova,sage,omen,jett,raze,sage,viper,sova,Icebox,Team 2
sage,raze,sova,jett,astra,jett,sova,omen,reyna,cypher,Bind,Team 1
jett,cypher,sova,raze,brimstone,jett,raze,omen,cypher,sova,Bind,Team 2
sova,omen,reyna,jett,cypher,sova,cypher,sage,jett,omen,Bind,Team 1
reyna,killjoy,omen,jett,sova,jett,cypher,sova,phoenix,omen,Haven,Team 2
yoru,killjoy,brimstone,sage,reyna,skye,raze,astra,killjoy,sova,Ascent,Team 2
raze,viper,brimstone,skye,sage,omen,cypher,jett,sova,skye,Bind,Team 1
jett,sova,skye,omen,sage,reyna,omen,jett,killjoy,skye,Bind,Team 1
jett,killjoy,skye,omen,sova,jett,phoenix,cypher,sova,astra,Haven,Team 2
raze,reyna,sova,cypher,brimstone,sova,breach,jett,omen,sage,Bind,Team 1
cypher,reyna,jett,brimstone,raze,raze,jett,cypher,omen,breach,Split,Team 2
jett,sova,phoenix,cypher,omen,viper,sage,brimstone,reyna,sova,Haven,Team 1
killjoy,astra,sova,raze,skye,astra,phoenix,killjoy,jett,sova,Haven,Team 1
jett,skye,sova,omen,cypher,jett,sage,skye,sova,omen,Bind,Team 2
jett,phoenix,killjoy,astra,sova,raze,omen,breach,sova,sage,Ascent,Team 2
raze,astra,phoenix,viper,sova,raze,sova,reyna,astra,cypher,Bind,Team 2
jett,astra,viper,sova,phoenix,phoenix,killjoy,raze,astra,sova,Haven,Team 1
astra,phoenix,sova,viper,jett,cypher,reyna,raze,sova,astra,Ascent,Team 2
reyna,sova,omen,viper,raze,jett,brimstone,raze,skye,sova,Bind,Team 1
reyna,omen,jett,sova,killjoy,omen,jett,sova,raze,breach,Ascent,Team 1
jett,reyna,sage,sova,omen,reyna,jett,sova,viper,sage,Icebox,Team 2
raze,sova,phoenix,omen,cypher,raze,sova,jett,astra,cypher,Haven,Team 2
skye,viper,raze,astra,sova,raze,jett,sova,viper,brimstone,Bind,Team 1
sage,killjoy,skye,viper,brimstone,raze,jett,sova,omen,cypher,Haven,Team 1
raze,sova,omen,jett,killjoy,phoenix,raze,killjoy,sova,omen,Ascent,Team 2
viper,sova,omen,raze,skye,viper,sova,raze,phoenix,astra,Bind,Team 2
raze,sova,astra,sage,brimstone,sova,phoenix,astra,jett,viper,Bind,Team 1
raze,omen,astra,sage,breach,cypher,raze,jett,breach,omen,Split,Team 1
raze,breach,sova,jett,brimstone,raze,phoenix,jett,sova,brimstone,Bind,Team 2
killjoy,jett,sage,sova,omen,jett,raze,sova,skye,omen,Ascent,Team 1
jett,cypher,raze,sova,omen,raze,jett,omen,breach,sova,Haven,Team 2
jett,sova,astra,breach,cypher,jett,raze,astra,sova,breach,Haven,Team 2
reyna,sova,astra,jett,cypher,jett,reyna,astra,breach,sova,Ascent,Team 2
omen,skye,raze,sova,viper,viper,sova,phoenix,raze,astra,Bind,Team 2
jett,raze,sova,astra,killjoy,raze,sova,phoenix,omen,killjoy,Ascent,Team 2
raze,reyna,sova,cypher,omen,sova,cypher,jett,omen,phoenix,Haven,Team 2
reyna,raze,sova,sage,omen,jett,raze,sova,omen,sage,Icebox,Team 1
raze,sova,astra,sage,skye,raze,killjoy,omen,sova,jett,Ascent,Team 2
jett,sova,phoenix,raze,brimstone,raze,jett,killjoy,astra,sova,Bind,Team 1
raze,jett,sova,breach,omen,cypher,omen,phoenix,jett,sova,Haven,Team 1
sova,raze,jett,astra,breach,raze,omen,sova,jett,cypher,Haven,Team 1
sova,jett,raze,astra,breach,jett,sova,breach,raze,omen,Bind,Team 1
viper,astra,jett,sova,yoru,cypher,sova,raze,omen,jett,Haven,Team 2
raze,astra,sova,viper,reyna,raze,jett,astra,cypher,skye,Bind,Team 2
raze,cypher,breach,omen,sova,jett,cypher,astra,yoru,sova,Bind,Team 2
raze,breach,sova,omen,cypher,cypher,jett,omen,sova,yoru,Haven,Team 2
sova,raze,skye,brimstone,viper,reyna,sova,cypher,raze,astra,Bind,Team 2
jett,sova,omen,killjoy,reyna,reyna,jett,sova,astra,cypher,Ascent,Team 2
sova,reyna,jett,sage,viper,cypher,sova,jett,viper,sage,Icebox,Team 2
sova,omen,cypher,raze,sage,sova,jett,omen,cypher,yoru,Haven,Team 2
jett,omen,raze,cypher,sova,sova,jett,omen,raze,cypher,Bind,Team 1
jett,sova,phoenix,cypher,omen,jett,phoenix,cypher,omen,sova,Haven,Team 2
cypher,sova,phoenix,jett,omen,astra,sova,phoenix,jett,killjoy,Ascent,Team 1
raze,sova,omen,cypher,jett,sova,jett,omen,breach,raze,Bind,Team 1
raze,cypher,omen,sage,jett,omen,raze,sage,killjoy,breach,Split,Team 1
jett,omen,sova,cypher,raze,sage,raze,astra,cypher,sova,Bind,Team 2
jett,phoenix,sova,cypher,omen,jett,cypher,astra,reyna,sova,Haven,Team 1
raze,sage,sova,omen,jett,sage,jett,reyna,viper,sova,Icebox,Team 1
astra,raze,skye,sova,killjoy,jett,omen,raze,sova,cypher,Haven,Team 2
sova,jett,astra,breach,sage,raze,astra,jett,cypher,skye,Ascent,Team 2
astra,sova,jett,killjoy,reyna,phoenix,jett,omen,sova,cypher,Ascent,Team 1
jett,phoenix,cypher,astra,sova,jett,sova,cypher,omen,raze,Bind,Team 2
astra,cypher,jett,sova,reyna,cypher,phoenix,sova,jett,omen,Haven,Team 2
sova,jett,sage,viper,killjoy,raze,phoenix,sova,killjoy,viper,Icebox,Team 2
raze,omen,sova,jett,breach,raze,cypher,sova,astra,phoenix,Bind,Team 1
breach,omen,raze,sage,killjoy,viper,phoenix,jett,astra,cypher,Split,Team 1
jett,omen,raze,sova,sage,skye,sova,raze,viper,sage,Icebox,Team 1
sova,astra,cypher,jett,phoenix,raze,astra,skye,sova,killjoy,Haven,Team 2
jett,phoenix,sova,killjoy,astra,killjoy,astra,sage,raze,sova,Ascent,Team 1
phoenix,sova,sage,astra,cypher,cypher,reyna,jett,sova,astra,Haven,Team 2
astra,raze,viper,sage,skye,raze,cypher,sage,sova,astra,Bind,Team 2
astra,reyna,viper,sova,raze,reyna,raze,viper,sova,astra,Bind,Team 1
omen,jett,viper,killjoy,sova,killjoy,sova,sage,raze,viper,Icebox,Team 1
sage,reyna,killjoy,astra,breach,astra,viper,killjoy,raze,sage,Split,Team 2
jett,astra,cypher,phoenix,sova,viper,raze,brimstone,skye,sova,Bind,Team 1
reyna,astra,killjoy,jett,sova,killjoy,sage,viper,astra,sova,Ascent,Team 1
sova,jett,cypher,phoenix,omen,sova,killjoy,astra,raze,phoenix,Ascent,Team 1
sova,cypher,jett,omen,raze,viper,raze,astra,sage,sova,Bind,Team 1
raze,phoenix,killjoy,astra,sova,jett,raze,omen,sova,breach,Bind,Team 2
raze,skye,killjoy,sova,astra,phoenix,sova,killjoy,astra,sage,Ascent,Team 1
astra,jett,raze,breach,killjoy,omen,sage,raze,killjoy,breach,Split,Team 2
phoenix,killjoy,sova,raze,viper,sova,jett,killjoy,viper,sage,Icebox,Team 1
raze,sova,cypher,astra,phoenix,astra,raze,jett,sova,cypher,Bind,Team 1
jett,sage,sova,omen,reyna,jett,raze,viper,sova,sage,Icebox,Team 1
raze,jett,sova,cypher,omen,astra,sage,raze,sova,jett,Bind,Team 1
killjoy,raze,sage,astra,sova,killjoy,raze,sova,jett,astra,Ascent,Team 1
sova,sage,raze,viper,skye,omen,sova,jett,reyna,sage,Icebox,Team 1
killjoy,yoru,sova,raze,astra,cypher,sage,astra,phoenix,sova,Haven,Team 2
jett,skye,astra,killjoy,sova,viper,sage,sova,reyna,astra,Ascent,Team 2
sova,skye,viper,raze,astra,sage,astra,raze,sova,cypher,Bind,Team 2
raze,astra,skye,sova,killjoy,jett,reyna,sova,astra,cypher,Haven,Team 2
raze,astra,cypher,sova,sage,jett,astra,phoenix,cypher,sova,Bind,Team 2
sova,phoenix,jett,killjoy,astra,viper,sage,killjoy,astra,sova,Ascent,Team 1
jett,cypher,omen,raze,sova,sage,raze,cypher,sova,omen,Bind,Team 1
skye,sova,killjoy,raze,astra,jett,phoenix,cypher,sova,astra,Haven,Team 1
raze,astra,yoru,killjoy,sova,phoenix,sova,cypher,raze,omen,Haven,Team 1
sova,astra,phoenix,cypher,sage,phoenix,astra,sova,sage,jett,Haven,Team 1
sova,raze,viper,astra,skye,raze,sova,killjoy,astra,phoenix,Bind,Team 1
viper,raze,reyna,astra,sova,sova,omen,viper,raze,yoru,Bind,Team 1
phoenix,jett,cypher,astra,sova,jett,sova,reyna,astra,viper,Haven,Team 1
jett,reyna,viper,sova,sage,jett,phoenix,omen,sova,viper,Icebox,Team 1
omen,jett,sage,breach,killjoy,jett,omen,raze,killjoy,breach,Split,Team 1
killjoy,skye,jett,sova,omen,raze,killjoy,skye,astra,sova,Haven,Team 2
killjoy,sova,omen,skye,raze,skye,raze,brimstone,jett,sova,Bind,Team 2
sova,omen,jett,sage,killjoy,sage,sova,jett,omen,killjoy,Icebox,Team 2
jett,astra,raze,sova,killjoy,raze,sova,breach,astra,killjoy,Ascent,Team 1
astra,jett,skye,viper,raze,raze,killjoy,astra,sage,breach,Split,Team 2
phoenix,raze,sova,cypher,astra,raze,sova,brimstone,breach,killjoy,Haven,Team 2
jett,reyna,sova,sage,viper,killjoy,viper,sage,reyna,sova,Icebox,Team 1
raze,cypher,sova,omen,jett,reyna,killjoy,jett,sova,astra,Haven,Team 1
viper,killjoy,sage,brimstone,skye,sage,astra,raze,killjoy,skye,Haven,Team 2
jett,sova,sage,killjoy,viper,jett,sage,killjoy,viper,sova,Icebox,Team 1
jett,sova,phoenix,killjoy,omen,jett,omen,sova,viper,cypher,Ascent,Team 1
phoenix,brimstone,jett,skye,viper,brimstone,raze,skye,viper,sova,Bind,Team 2
jett,sage,brimstone,viper,skye,jett,reyna,astra,raze,killjoy,Split,Team 1
jett,skye,sova,astra,killjoy,phoenix,omen,sova,killjoy,jett,Ascent,Team 1
cypher,jett,skye,sova,viper,jett,reyna,sage,sova,omen,Icebox,Team 1
jett,cypher,sova,skye,astra,raze,viper,phoenix,skye,brimstone,Bind,Team 2
astra,breach,jett,killjoy,sova,phoenix,sova,killjoy,jett,astra,Haven,Team 1
killjoy,raze,sova,jett,omen,raze,sova,phoenix,omen,sage,Ascent,Team 1
jett,omen,sova,killjoy,raze,jett,sova,killjoy,viper,sage,Icebox,Team 1
raze,omen,jett,killjoy,sova,yoru,sova,skye,omen,raze,Bind,Team 2
killjoy,jett,skye,omen,sova,omen,yoru,skye,sova,killjoy,Haven,Team 1
jett,raze,sage,omen,cypher,jett,raze,omen,breach,killjoy,Split,Team 2
sova,omen,killjoy,yoru,jett,sova,jett,astra,skye,killjoy,Ascent,Team 2
jett,sage,yoru,skye,astra,raze,omen,breach,sova,jett,Bind,Team 2
jett,cypher,omen,raze,sage,reyna,cypher,raze,sage,astra,Split,Team 1
jett,astra,killjoy,phoenix,sova,jett,phoenix,killjoy,sova,astra,Ascent,Team 2
jett,astra,phoenix,sova,killjoy,brimstone,raze,phoenix,viper,skye,Bind,Team 2
phoenix,skye,sova,raze,omen,viper,raze,sova,reyna,astra,Bind,Team 1
omen,phoenix,sova,raze,sage,sage,reyna,killjoy,astra,sova,Ascent,Team 2
cypher,skye,omen,raze,sage,raze,reyna,astra,cypher,jett,Haven,Team 1
cypher,raze,astra,sova,reyna,jett,reyna,viper,astra,sova,Haven,Team 2
sova,reyna,killjoy,jett,astra,sova,raze,phoenix,astra,killjoy,Ascent,Team 1
raze,breach,killjoy,jett,astra,jett,astra,viper,raze,sage,Split,Team 2
astra,jett,viper,sage,raze,jett,raze,cypher,skye,omen,Split,Team 1
astra,jett,sova,killjoy,reyna,astra,phoenix,sova,raze,killjoy,Haven,Team 2
killjoy,phoenix,raze,sova,astra,phoenix,killjoy,astra,sova,raze,Ascent,Team 1
jett,sova,astra,phoenix,cypher,raze,sova,cypher,astra,reyna,Haven,Team 1
cypher,jett,reyna,sage,astra,raze,breach,jett,killjoy,astra,Split,Team 2
sage,sova,reyna,viper,jett,raze,reyna,sova,sage,omen,Icebox,Team 1
jett,sova,cypher,astra,breach,raze,breach,brimstone,sova,killjoy,Haven,Team 2
viper,raze,sova,skye,brimstone,sova,brimstone,raze,skye,viper,Bind,Team 2
jett,raze,astra,sova,viper,brimstone,sova,jett,raze,skye,Bind,Team 1
sova,astra,raze,jett,killjoy,astra,breach,jett,sova,sage,Ascent,Team 1
jett,killjoy,sova,sage,omen,skye,jett,sage,viper,reyna,Icebox,Team 1
phoenix,sova,viper,astra,raze,raze,brimstone,sova,viper,skye,Bind,Team 1
jett,sage,killjoy,viper,sova,cypher,sova,sage,viper,jett,Icebox,Team 1
raze,sova,brimstone,skye,viper,skye,viper,sova,raze,omen,Bind,Team 1
sova,astra,jett,reyna,killjoy,cypher,sova,astra,phoenix,jett,Ascent,Team 1
omen,viper,sova,raze,skye,raze,omen,sova,skye,killjoy,Bind,Team 1
killjoy,sage,brimstone,phoenix,sova,raze,skye,viper,brimstone,phoenix,Bind,Team 2
astra,jett,raze,sova,breach,sage,viper,killjoy,astra,sova,Ascent,Team 2
sage,brimstone,viper,skye,killjoy,astra,sage,sova,killjoy,raze,Haven,Team 1
sova,phoenix,jett,omen,killjoy,astra,cypher,sage,jett,sova,Ascent,Team 1
viper,reyna,astra,sova,raze,omen,sova,sage,jett,killjoy,Bind,Team 1
jett,reyna,viper,sova,killjoy,reyna,jett,sova,sage,viper,Icebox,Team 1
jett,reyna,sova,sage,viper,skye,jett,sova,viper,cypher,Icebox,Team 2
jett,raze,omen,sage,killjoy,jett,viper,astra,breach,killjoy,Split,Team 1
killjoy,astra,sage,sova,breach,sova,skye,killjoy,astra,jett,Ascent,Team 2
sova,jett,astra,killjoy,skye,sova,phoenix,jett,killjoy,astra,Ascent,Team 1
jett,raze,breach,sova,omen,viper,jett,phoenix,astra,sova,Bind,Team 1
skye,sage,killjoy,raze,astra,phoenix,jett,sova,astra,killjoy,Haven,Team 2
reyna,sova,viper,jett,sage,killjoy,sage,viper,sova,reyna,Icebox,Team 2
raze,sova,omen,killjoy,jett,omen,phoenix,sova,sage,raze,Ascent,Team 1
raze,killjoy,omen,sova,jett,cypher,skye,raze,sage,omen,Haven,Team 2
jett,raze,killjoy,omen,sova,killjoy,jett,viper,sage,sova,Icebox,Team 1
brimstone,phoenix,viper,jett,skye,raze,phoenix,brimstone,sova,cypher,Bind,Team 1
raze,skye,sage,omen,killjoy,jett,raze,cypher,omen,sage,Split,Team 2
jett,viper,sova,skye,omen,jett,yoru,sage,astra,skye,Bind,Team 1
raze,sova,killjoy,skye,astra,jett,killjoy,reyna,skye,astra,Haven,Team 2
sova,killjoy,jett,phoenix,omen,raze,sova,jett,astra,breach,Ascent,Team 2
sova,brimstone,phoenix,raze,cypher,raze,sova,killjoy,jett,omen,Bind,Team 1
skye,cypher,astra,raze,sova,killjoy,omen,sova,jett,sage,Haven,Team 2
jett,astra,sova,cypher,phoenix,sova,sage,killjoy,omen,jett,Ascent,Team 1
raze,skye,sova,cypher,astra,jett,sova,omen,sage,killjoy,Bind,Team 2
sova,sage,killjoy,phoenix,brimstone,raze,reyna,sova,omen,killjoy,Bind,Team 1
sova,raze,brimstone,skye,viper,raze,sova,reyna,astra,viper,Bind,Team 2
killjoy,sova,jett,breach,omen,reyna,jett,cypher,raze,astra,Haven,Team 2
raze,breach,sova,killjoy,brimstone,cypher,raze,jett,skye,astra,Haven,Team 1
yoru,astra,viper,sova,skye,killjoy,phoenix,raze,astra,sova,Ascent,Team 1
raze,sage,omen,sova,cypher,phoenix,viper,astra,raze,sova,Bind,Team 2
phoenix,sage,omen,sova,killjoy,phoenix,killjoy,raze,sova,astra,Ascent,Team 1
phoenix,omen,sova,cypher,skye,sova,phoenix,killjoy,raze,astra,Haven,Team 2
