Team1Agent1,Team1Agent2,Team1Agent3,Team1Agent4,Team1Agent5,Team2Agent1,Team2Agent2,Team2Agent3,Team2Agent4,Team2Agent5,Map,Victory
viper,raze,killjoy,sova,omen,sova,jett,skye,killjoy,astra,Bind,Team 2
jett,viper,killjoy,sage,sova,jett,reyna,viper,sage,sova,Icebox,Team 2
skye,raze,sova,astra,viper,raze,skye,viper,sova,astra,Bind,Team 2
sage,omen,sova,jett,cypher,sova,skye,viper,astra,jett,Ascent,Team 1
killjoy,astra,skye,raze,sova,viper,sage,brimstone,raze,skye,Bind,Team 1
sova,raze,cypher,viper,astra,raze,cypher,jett,sova,omen,Bind,Team 2
jett,skye,sova,killjoy,astra,phoenix,jett,killjoy,sova,omen,Haven,Team 2
cypher,jett,sova,astra,phoenix,brimstone,skye,jett,phoenix,cypher,Haven,Team 2
raze,skye,astra,killjoy,sova,omen,viper,skye,jett,phoenix,Bind,Team 2
jett,sage,sova,killjoy,omen,killjoy,reyna,omen,jett,skye,Ascent,Team 1
raze,killjoy,astra,sova,breach,reyna,killjoy,raze,omen,sage,Split,Team 1
raze,jett,sage,killjoy,omen,cypher,omen,reyna,raze,sage,Split,Team 1
yoru,sova,jett,cypher,omen,omen,reyna,sova,raze,killjoy,Ascent,Team 1
omen,jett,skye,sage,killjoy,killjoy,raze,astra,sova,sage,Haven,Team 1
reyna,omen,skye,killjoy,jett,skye,raze,astra,killjoy,sova,Ascent,Team 1
jett,sova,killjoy,sage,viper,jett,viper,killjoy,sova,sage,Icebox,Team 1
cypher,astra,skye,raze,sage,raze,sova,skye,viper,brimstone,Bind,Team 1
astra,skye,killjoy,raze,sage,raze,phoenix,killjoy,sova,astra,Haven,Team 1
raze,astra,cypher,sage,skye,sova,phoenix,raze,astra,killjoy,Bind,Team 1
viper,sage,raze,astra,killjoy,viper,cypher,astra,skye,raze,Split,Team 2
sage,astra,killjoy,viper,sova,phoenix,astra,jett,sova,cypher,Ascent,Team 1
viper,brimstone,raze,sova,skye,astra,raze,sova,viper,cypher,Bind,Team 1
sage,raze,astra,killjoy,skye,astra,phoenix,jett,cypher,sova,Haven,Team 1
cypher,skye,astra,sage,raze,astra,sage,raze,sova,cypher,Bind,Team 1
phoenix,sova,jett,cypher,astra,phoenix,sova,raze,astra,killjoy,Ascent,Team 2
raze,phoenix,sova,astra,killjoy,raze,phoenix,astra,sova,killjoy,Bind,Team 2
sage,viper,sova,killjoy,astra,astra,jett,sova,breach,killjoy,Ascent,Team 1
killjoy,sage,raze,viper,astra,astra,sage,raze,breach,killjoy,Split,Team 1
viper,cypher,astra,sova,raze,raze,jett,omen,breach,sova,Bind,Team 1
jett,cypher,phoenix,sova,astra,phoenix,sage,killjoy,sova,astra,Ascent,Team 1
sage,sova,jett,astra,reyna,astra,phoenix,sage,sova,killjoy,Ascent,Team 2
astra,reyna,cypher,jett,sova,skye,raze,viper,astra,sova,Bind,Team 2
jett,sova,reyna,omen,cypher,sova,omen,skye,reyna,viper,Ascent,Team 1
sova,phoenix,jett,cypher,omen,viper,breach,astra,sova,raze,Bind,Team 1
sage,killjoy,jett,viper,sova,sage,jett,killjoy,sova,viper,Icebox,Team 2
astra,sage,phoenix,sova,killjoy,viper,sage,astra,killjoy,sova,Ascent,Team 2
cypher,astra,sova,jett,phoenix,sova,breach,killjoy,jett,astra,Ascent,Team 2
brimstone,sova,viper,skye,raze,sova,viper,raze,astra,sage,Bind,Team 2
jett,sova,astra,phoenix,cypher,sova,phoenix,omen,jett,cypher,Haven,Team 1
jett,phoenix,cypher,sova,astra,sova,jett,astra,cypher,phoenix,Ascent,Team 1
phoenix,cypher,jett,sova,astra,raze,sage,killjoy,astra,skye,Haven,Team 2
reyna,cypher,raze,astra,sova,astra,raze,sage,cypher,skye,Bind,Team 2
phoenix,raze,sova,viper,killjoy,jett,viper,killjoy,skye,sova,Icebox,Team 1
raze,sova,phoenix,astra,cypher,viper,raze,sova,astra,skye,Bind,Team 1
sova,killjoy,astra,phoenix,sage,phoenix,raze,sova,cypher,astra,Haven,Team 1
phoenix,astra,sova,killjoy,raze,skye,killjoy,raze,sova,astra,Ascent,Team 1
omen,jett,breach,raze,sova,jett,sova,sage,raze,omen,Bind,Team 1
killjoy,sage,raze,breach,omen,phoenix,raze,astra,cypher,viper,Split,Team 1
jett,cypher,raze,astra,skye,cypher,phoenix,sova,jett,astra,Haven,Team 2
astra,sova,skye,raze,killjoy,raze,killjoy,sova,sage,astra,Ascent,Team 2
astra,jett,raze,skye,viper,raze,sova,skye,viper,brimstone,Bind,Team 2
astra,raze,sova,killjoy,phoenix,raze,skye,sova,astra,killjoy,Ascent,Team 1
raze,sage,reyna,astra,viper,viper,raze,sage,breach,killjoy,Split,Team 1
viper,raze,skye,astra,sova,reyna,jett,sova,omen,cypher,Bind,Team 1
astra,raze,cypher,skye,sage,sage,raze,astra,sova,cypher,Bind,Team 2
cypher,sova,viper,astra,raze,viper,skye,astra,raze,sova,Bind,Team 1
phoenix,raze,viper,killjoy,sova,killjoy,raze,viper,sage,jett,Icebox,Team 1
cypher,sova,skye,astra,raze,raze,sage,cypher,astra,sova,Bind,Team 2
raze,killjoy,jett,breach,astra,viper,raze,sage,killjoy,breach,Split,Team 1
killjoy,sova,skye,astra,raze,jett,raze,sova,omen,breach,Bind,Team 2
sova,astra,raze,phoenix,killjoy,jett,cypher,sova,reyna,omen,Ascent,Team 1
cypher,sova,jett,astra,phoenix,astra,sova,phoenix,raze,killjoy,Ascent,Team 1
sova,sage,killjoy,jett,viper,viper,jett,sova,reyna,sage,Icebox,Team 1
cypher,astra,sova,jett,phoenix,reyna,killjoy,jett,omen,sova,Ascent,Team 1
killjoy,raze,skye,astra,sova,phoenix,sova,astra,cypher,jett,Haven,Team 1
jett,sova,sage,reyna,viper,raze,sova,skye,viper,sage,Icebox,Team 2
phoenix,sova,astra,raze,killjoy,sova,killjoy,astra,jett,phoenix,Ascent,Team 1
jett,sova,phoenix,astra,killjoy,jett,sova,astra,cypher,sage,Ascent,Team 2
sova,jett,astra,cypher,raze,raze,skye,cypher,jett,astra,Bind,Team 2
jett,raze,sova,astra,breach,viper,raze,skye,brimstone,sova,Bind,Team 2
viper,omen,sage,jett,sova,jett,viper,reyna,sova,sage,Icebox,Team 2
reyna,viper,jett,sova,sage,jett,reyna,sova,sage,viper,Icebox,Team 1
phoenix,astra,killjoy,sova,jett,raze,phoenix,astra,cypher,sova,Haven,Team 2
brimstone,raze,viper,sova,skye,sova,skye,brimstone,viper,raze,Bind,Team 1
phoenix,jett,cypher,sova,astra,jett,astra,sova,skye,killjoy,Ascent,Team 1
cypher,jett,sova,phoenix,astra,sage,viper,killjoy,skye,brimstone,Haven,Team 2
sova,brimstone,raze,viper,skye,jett,viper,sova,skye,astra,Bind,Team 1
killjoy,astra,sage,raze,skye,cypher,omen,jett,phoenix,sova,Haven,Team 2
skye,astra,killjoy,viper,raze,sage,omen,jett,raze,cypher,Split,Team 2
raze,brimstone,skye,sova,viper,raze,astra,yoru,viper,skye,Bind,Team 2
phoenix,sage,killjoy,sova,astra,raze,sova,astra,killjoy,skye,Ascent,Team 1
raze,killjoy,viper,sova,sage,sage,reyna,jett,viper,sova,Icebox,Team 2
jett,sova,skye,astra,viper,omen,cypher,jett,raze,sova,Bind,Team 1
sage,brimstone,viper,killjoy,skye,sova,jett,cypher,omen,phoenix,Haven,Team 2
jett,skye,astra,killjoy,sova,cypher,omen,sova,phoenix,jett,Ascent,Team 2
raze,skye,killjoy,astra,sage,cypher,jett,phoenix,sova,astra,Haven,Team 1
raze,skye,cypher,astra,sage,sova,viper,raze,brimstone,skye,Bind,Team 1
raze,sova,killjoy,astra,jett,brimstone,killjoy,viper,sova,raze,Haven,Team 2
viper,breach,raze,sage,astra,raze,killjoy,jett,breach,astra,Split,Team 2
raze,astra,cypher,sage,skye,raze,astra,killjoy,skye,sova,Haven,Team 2
jett,sova,astra,sage,killjoy,jett,cypher,astra,sova,breach,Ascent,Team 2
raze,astra,skye,sage,killjoy,phoenix,killjoy,astra,jett,sova,Haven,Team 2
skye,raze,astra,sage,cypher,astra,viper,sova,sage,raze,Bind,Team 1
raze,viper,skye,killjoy,astra,raze,viper,sage,astra,reyna,Split,Team 1
killjoy,sage,sova,viper,astra,phoenix,astra,jett,sova,cypher,Ascent,Team 1
raze,astra,sage,killjoy,viper,jett,killjoy,astra,raze,breach,Split,Team 2
brimstone,raze,viper,sova,skye,brimstone,raze,sova,viper,skye,Bind,Team 2
skye,viper,killjoy,sage,brimstone,phoenix,sova,cypher,astra,sage,Haven,Team 1
raze,jett,killjoy,sage,viper,sage,viper,sova,reyna,jett,Icebox,Team 2
raze,brimstone,viper,sova,skye,sova,phoenix,astra,raze,killjoy,Bind,Team 1
raze,jett,cypher,sova,omen,astra,raze,skye,cypher,sova,Bind,Team 1
cypher,sage,raze,jett,omen,viper,raze,skye,killjoy,astra,Split,Team 1
jett,viper,omen,killjoy,skye,raze,killjoy,jett,breach,omen,Split,Team 1
sova,omen,raze,phoenix,cypher,raze,killjoy,viper,skye,astra,Bind,Team 2
phoenix,sova,omen,jett,cypher,reyna,astra,sova,cypher,raze,Haven,Team 1
jett,breach,omen,cypher,sage,raze,killjoy,astra,jett,breach,Split,Team 1
sage,reyna,jett,viper,sova,sage,killjoy,jett,viper,sova,Icebox,Team 1
sage,killjoy,omen,jett,sova,raze,sova,astra,killjoy,sage,Ascent,Team 2
viper,jett,sova,killjoy,sage,jett,viper,killjoy,sova,skye,Icebox,Team 2
sova,astra,cypher,sage,jett,astra,sage,raze,killjoy,sova,Haven,Team 2
skye,astra,yoru,viper,sova,brimstone,skye,viper,jett,sova,Bind,Team 2
skye,jett,viper,sova,astra,jett,brimstone,sova,viper,skye,Ascent,Team 1
killjoy,sova,jett,viper,sage,raze,jett,viper,sova,sage,Icebox,Team 2
jett,viper,astra,sova,skye,phoenix,reyna,jett,viper,sage,Breeze,Team 2
jett,raze,astra,killjoy,breach,astra,raze,cypher,viper,breach,Split,Team 1
killjoy,sova,brimstone,viper,raze,cypher,phoenix,sova,jett,astra,Haven,Team 2
sova,raze,omen,killjoy,phoenix,phoenix,sova,killjoy,astra,sage,Ascent,Team 2
raze,sage,sova,astra,cypher,astra,sova,raze,breach,sage,Bind,Team 1
raze,jett,sage,omen,cypher,breach,raze,sage,cypher,astra,Split,Team 1
jett,reyna,sova,sage,viper,sage,reyna,jett,viper,sova,Icebox,Team 1
sova,astra,breach,cypher,jett,jett,sage,killjoy,astra,sova,Ascent,Team 2
omen,sage,cypher,jett,breach,killjoy,jett,raze,breach,astra,Split,Team 2
omen,killjoy,jett,sova,breach,phoenix,killjoy,jett,sova,astra,Haven,Team 2
reyna,sova,killjoy,omen,viper,sova,jett,killjoy,viper,sage,Icebox,Team 2
sova,astra,sage,cypher,reyna,sova,jett,astra,killjoy,sage,Ascent,Team 1
raze,killjoy,breach,sage,omen,astra,raze,sage,reyna,cypher,Split,Team 2
raze,skye,killjoy,phoenix,astra,raze,skye,astra,cypher,sage,Haven,Team 1
raze,brimstone,skye,viper,sova,raze,cypher,skye,reyna,astra,Bind,Team 1
skye,jett,viper,sova,astra,sova,raze,brimstone,skye,viper,Bind,Team 2
jett,sage,killjoy,sova,omen,raze,sova,killjoy,astra,sage,Ascent,Team 2
raze,skye,sova,astra,viper,killjoy,sova,astra,raze,skye,Bind,Team 1
astra,reyna,raze,viper,sage,breach,killjoy,astra,sage,raze,Split,Team 1
raze,sage,breach,viper,astra,raze,astra,killjoy,jett,breach,Split,Team 2
skye,viper,yoru,jett,brimstone,astra,raze,skye,viper,killjoy,Bind,Team 1
phoenix,astra,jett,sova,killjoy,killjoy,sova,omen,skye,jett,Ascent,Team 2
astra,raze,cypher,sova,jett,omen,sova,jett,phoenix,killjoy,Ascent,Team 1
raze,jett,sage,astra,sova,jett,omen,sova,cypher,raze,Bind,Team 1
killjoy,phoenix,astra,raze,sova,sova,jett,breach,omen,raze,Haven,Team 1
sova,killjoy,astra,phoenix,raze,jett,sova,phoenix,brimstone,raze,Bind,Team 2
omen,killjoy,jett,raze,breach,raze,brimstone,breach,jett,killjoy,Split,Team 2
raze,brimstone,viper,skye,sova,phoenix,raze,sova,astra,cypher,Bind,Team 1
astra,jett,viper,killjoy,skye,phoenix,jett,astra,sova,cypher,Haven,Team 2
jett,reyna,viper,sova,sage,sova,sage,viper,jett,killjoy,Icebox,Team 1
killjoy,sova,raze,astra,skye,jett,sova,cypher,omen,skye,Bind,Team 2
raze,killjoy,breach,sova,astra,skye,jett,sova,killjoy,astra,Ascent,Team 1
raze,killjoy,sage,breach,astra,reyna,raze,omen,sage,killjoy,Split,Team 2
astra,breach,raze,jett,sova,jett,sova,cypher,astra,breach,Haven,Team 2
raze,astra,skye,sage,jett,jett,raze,astra,sage,breach,Split,Team 2
phoenix,killjoy,omen,sova,jett,raze,sova,skye,astra,killjoy,Ascent,Team 2
viper,jett,skye,sova,raze,yoru,viper,astra,skye,Bind,Team 2,
raze,killjoy,skye,sage,astra,cypher,phoenix,raze,astra,sova,Haven,Team 1
viper,killjoy,jett,sova,sage,jett,raze,sova,sage,viper,Icebox,Team 1
raze,viper,sage,sova,astra,raze,cypher,omen,sova,skye,Bind,Team 1
astra,sova,phoenix,killjoy,jett,raze,sova,killjoy,skye,astra,Haven,Team 1
viper,astra,jett,cypher,sova,sova,astra,skye,phoenix,cypher,Ascent,Team 2
cypher,astra,sova,raze,jett,astra,cypher,sova,skye,raze,Bind,Team 2
phoenix,cypher,sova,sage,astra,sova,cypher,astra,jett,breach,Haven,Team 1
phoenix,sova,raze,astra,killjoy,astra,sova,killjoy,skye,jett,Ascent,Team 1
jett,raze,omen,cypher,sova,sova,raze,jett,viper,astra,Bind,Team 1
cypher,jett,raze,omen,sage,viper,jett,raze,astra,sage,Split,Team 2
cypher,jett,phoenix,sova,omen,sova,astra,killjoy,jett,sage,Ascent,Team 1
astra,sova,killjoy,sage,viper,raze,astra,sova,sage,viper,Ascent,Team 1
jett,viper,sage,killjoy,sova,jett,viper,killjoy,raze,sage,Icebox,Team 2
killjoy,sage,astra,viper,raze,raze,skye,killjoy,omen,sage,Split,Team 1
cypher,sova,omen,jett,sage,raze,astra,sova,phoenix,cypher,Haven,Team 2
raze,omen,viper,sage,sova,astra,raze,killjoy,phoenix,sova,Ascent,Team 2
cypher,phoenix,jett,astra,sova,sova,astra,killjoy,jett,reyna,Ascent,Team 1
cypher,astra,jett,sova,phoenix,reyna,omen,sova,cypher,jett,Haven,Team 1
sage,brimstone,skye,viper,killjoy,sova,breach,raze,astra,killjoy,Haven,Team 1
raze,killjoy,sage,jett,viper,raze,skye,sova,viper,sage,Icebox,Team 1
jett,astra,sova,phoenix,killjoy,jett,sova,cypher,astra,breach,Haven,Team 2
viper,phoenix,astra,sova,raze,raze,sova,cypher,astra,skye,Bind,Team 2
astra,raze,cypher,sage,sova,sova,raze,cypher,skye,omen,Bind,Team 1
phoenix,sova,sage,astra,killjoy,raze,killjoy,sova,breach,omen,Ascent,Team 2
viper,jett,reyna,sage,sova,sova,reyna,viper,sage,killjoy,Icebox,Team 2
astra,sova,jett,skye,cypher,raze,astra,sova,breach,killjoy,Haven,Team 2
sova,skye,astra,raze,killjoy,raze,astra,killjoy,sova,skye,Ascent,Team 2
skye,brimstone,sage,killjoy,viper,sova,sage,raze,astra,cypher,Haven,Team 1
viper,killjoy,jett,sova,sage,killjoy,jett,viper,sage,sova,Icebox,Team 2
raze,sage,skye,astra,killjoy,cypher,jett,sova,skye,astra,Haven,Team 1
viper,raze,sova,sage,astra,raze,sova,phoenix,viper,astra,Bind,Team 1
jett,reyna,sova,sage,viper,jett,viper,killjoy,sage,sova,Icebox,Team 1
astra,skye,sova,cypher,phoenix,cypher,jett,sova,phoenix,astra,Ascent,Team 2
jett,skye,cypher,astra,phoenix,sova,jett,cypher,astra,phoenix,Haven,Team 2
jett,killjoy,sage,skye,astra,sova,phoenix,sage,killjoy,astra,Ascent,Team 2
raze,jett,cypher,omen,sage,sage,raze,killjoy,skye,omen,Split,Team 1
raze,killjoy,omen,jett,breach,sage,raze,omen,killjoy,jett,Split,Team 1
raze,reyna,astra,killjoy,sova,raze,sova,astra,killjoy,omen,Ascent,Team 1
cypher,skye,raze,astra,sage,raze,sova,breach,jett,omen,Bind,Team 1
astra,jett,sova,skye,killjoy,cypher,jett,astra,phoenix,sova,Ascent,Team 1
jett,sova,omen,cypher,phoenix,phoenix,jett,killjoy,sova,astra,Ascent,Team 1
jett,sage,astra,sova,killjoy,astra,breach,sova,jett,killjoy,Ascent,Team 1
raze,sova,astra,viper,sage,jett,skye,sova,astra,cypher,Bind,Team 1
killjoy,raze,sova,phoenix,astra,sova,astra,phoenix,killjoy,jett,Ascent,Team 1
sova,cypher,astra,phoenix,skye,raze,astra,sova,killjoy,skye,Ascent,Team 1
jett,phoenix,sova,cypher,omen,sova,raze,jett,astra,killjoy,Haven,Team 1
raze,jett,sova,sage,viper,sage,sova,reyna,jett,viper,Icebox,Team 1
killjoy,jett,astra,sova,phoenix,jett,omen,phoenix,killjoy,skye,Haven,Team 1
skye,sage,raze,viper,astra,viper,jett,breach,brimstone,sova,Split,Team 1
raze,killjoy,sage,breach,astra,astra,raze,jett,killjoy,breach,Split,Team 2
jett,omen,killjoy,phoenix,sova,skye,jett,sova,killjoy,omen,Ascent,Team 2
killjoy,jett,viper,skye,astra,raze,killjoy,astra,sova,skye,Haven,Team 2
raze,breach,killjoy,sage,astra,reyna,sage,viper,raze,astra,Split,Team 2
jett,viper,skye,yoru,brimstone,jett,astra,killjoy,sova,reyna,Bind,Team 1
phoenix,jett,sova,astra,killjoy,astra,sova,jett,reyna,killjoy,Haven,Team 1
jett,phoenix,killjoy,omen,sova,phoenix,sova,killjoy,brimstone,viper,Haven,Team 2
raze,killjoy,sova,jett,omen,sova,phoenix,viper,brimstone,killjoy,Ascent,Team 2
sage,raze,astra,breach,killjoy,raze,astra,breach,cypher,viper,Split,Team 2
jett,cypher,omen,sova,breach,sova,phoenix,cypher,astra,jett,Haven,Team 2
viper,skye,sage,killjoy,sova,reyna,sage,jett,sova,viper,Icebox,Team 2
skye,sage,raze,astra,viper,breach,sage,jett,omen,cypher,Split,Team 2
killjoy,jett,sage,sova,astra,killjoy,jett,breach,astra,sova,Ascent,Team 1
jett,sova,astra,killjoy,phoenix,astra,killjoy,jett,viper,skye,Haven,Team 1
killjoy,breach,sage,astra,raze,raze,killjoy,sage,breach,omen,Split,Team 2
jett,phoenix,killjoy,sova,omen,reyna,sage,astra,cypher,sova,Ascent,Team 2
breach,viper,sage,raze,astra,astra,raze,reyna,sage,cypher,Split,Team 2
yoru,jett,skye,viper,brimstone,raze,skye,astra,reyna,cypher,Bind,Team 2
astra,raze,sova,viper,skye,viper,sova,jett,brimstone,breach,Bind,Team 1
astra,jett,cypher,sova,breach,omen,cypher,sage,jett,sova,Ascent,Team 1
astra,sova,sage,jett,killjoy,jett,omen,sova,breach,killjoy,Ascent,Team 1
astra,raze,cypher,breach,sage,jett,brimstone,viper,breach,sova,Split,Team 2
skye,brimstone,raze,sova,viper,skye,raze,jett,brimstone,sage,Bind,Team 2
jett,astra,sova,reyna,killjoy,jett,sova,raze,viper,astra,Bind,Team 1
reyna,sova,astra,jett,killjoy,killjoy,reyna,jett,skye,astra,Haven,Team 1
viper,killjoy,raze,astra,skye,sova,omen,raze,skye,killjoy,Bind,Team 1
skye,omen,jett,killjoy,sova,skye,killjoy,omen,raze,sova,Ascent,Team 2
jett,sova,viper,sage,killjoy,jett,sova,reyna,viper,sage,Icebox,Team 1
killjoy,viper,sova,raze,brimstone,jett,cypher,skye,raze,omen,Haven,Team 1
jett,killjoy,astra,raze,breach,astra,skye,jett,killjoy,raze,Split,Team 1
viper,skye,jett,sova,brimstone,raze,cypher,brimstone,sova,skye,Bind,Team 1
jett,raze,viper,sova,sage,sova,killjoy,sage,viper,jett,Icebox,Team 1
jett,reyna,cypher,omen,sova,jett,sova,phoenix,omen,killjoy,Ascent,Team 2
omen,jett,sova,cypher,skye,jett,sova,cypher,raze,omen,Bind,Team 2
raze,jett,sage,omen,breach,jett,sage,omen,cypher,breach,Split,Team 1
sova,jett,astra,raze,skye,reyna,sova,jett,omen,cypher,Ascent,Team 1
reyna,raze,cypher,astra,sage,raze,killjoy,sage,breach,astra,Split,Team 1
astra,cypher,jett,sova,sage,killjoy,raze,skye,sage,astra,Haven,Team 1
sova,raze,viper,sage,astra,viper,astra,sova,raze,sage,Bind,Team 2
killjoy,sage,reyna,astra,breach,raze,astra,jett,breach,skye,Split,Team 1
jett,cypher,sova,astra,breach,skye,viper,jett,killjoy,astra,Haven,Team 1
raze,astra,sage,skye,killjoy,yoru,astra,raze,cypher,skye,Haven,Team 2
raze,sage,killjoy,astra,sova,killjoy,omen,jett,phoenix,sova,Ascent,Team 1
cypher,raze,sova,phoenix,astra,sage,raze,astra,viper,skye,Haven,Team 1
raze,brimstone,viper,sova,skye,astra,sova,phoenix,raze,viper,Bind,Team 1
killjoy,sova,raze,viper,brimstone,omen,raze,sova,phoenix,cypher,Haven,Team 1
raze,killjoy,jett,skye,astra,astra,cypher,reyna,raze,sage,Split,Team 1
jett,cypher,omen,breach,sova,jett,sova,cypher,omen,reyna,Haven,Team 1
brimstone,cypher,jett,phoenix,sova,omen,reyna,sova,raze,cypher,Ascent,Team 1
sage,phoenix,sova,killjoy,astra,killjoy,astra,jett,sage,sova,Ascent,Team 1
breach,raze,astra,viper,cypher,cypher,raze,astra,reyna,sage,Split,Team 1
raze,phoenix,brimstone,cypher,skye,astra,reyna,jett,sova,viper,Ascent,Team 1
jett,omen,skye,cypher,raze,raze,skye,viper,astra,sage,Bind,Team 1
omen,jett,breach,sova,cypher,jett,sova,breach,astra,raze,Bind,Team 2
astra,killjoy,sova,jett,viper,raze,killjoy,jett,sova,astra,Ascent,Team 2
phoenix,sage,astra,sova,killjoy,reyna,astra,sova,sage,jett,Ascent,Team 1
killjoy,sage,viper,sova,jett,reyna,jett,sova,sage,viper,Icebox,Team 1
sage,omen,jett,viper,breach,jett,cypher,breach,reyna,omen,Split,Team 2
phoenix,raze,brimstone,sova,jett,jett,raze,omen,sova,breach,Bind,Team 1
killjoy,jett,omen,sova,phoenix,raze,jett,omen,breach,sova,Haven,Team 1
yoru,astra,skye,raze,viper,jett,skye,astra,sova,viper,Bind,Team 2
sage,astra,jett,killjoy,sova,killjoy,jett,omen,sage,sova,Ascent,Team 1
viper,sova,raze,sage,omen,sova,raze,jett,killjoy,astra,Ascent,Team 1
omen,raze,sova,astra,cypher,raze,sage,astra,viper,skye,Split,Team 2
reyna,sova,astra,jett,killjoy,jett,astra,breach,raze,sova,Haven,Team 2
jett,astra,killjoy,sage,skye,astra,reyna,raze,sova,killjoy,Haven,Team 1
jett,viper,skye,killjoy,astra,jett,sova,astra,breach,cypher,Haven,Team 1
reyna,sova,killjoy,astra,jett,astra,killjoy,jett,sova,viper,Ascent,Team 1
omen,raze,sova,breach,jett,raze,sova,brimstone,jett,phoenix,Bind,Team 1
jett,sova,omen,breach,raze,breach,jett,sova,raze,omen,Haven,Team 2
omen,reyna,sova,jett,breach,jett,killjoy,omen,sova,sage,Ascent,Team 1
jett,astra,raze,viper,sova,brimstone,raze,sova,jett,phoenix,Bind,Team 1
jett,raze,skye,astra,viper,omen,jett,breach,viper,sage,Split,Team 1
astra,skye,sage,viper,killjoy,sova,killjoy,brimstone,raze,breach,Haven,Team 1
omen,jett,sova,sage,killjoy,astra,yoru,sova,breach,cypher,Ascent,Team 1
viper,brimstone,sova,skye,raze,sova,raze,brimstone,viper,skye,Bind,Team 2
sage,raze,omen,jett,killjoy,astra,breach,raze,sage,killjoy,Split,Team 1
reyna,jett,astra,cypher,sova,killjoy,sova,yoru,jett,astra,Haven,Team 1
jett,cypher,raze,sova,astra,raze,astra,viper,sova,skye,Bind,Team 1
skye,raze,astra,sova,viper,cypher,omen,sova,jett,raze,Bind,Team 2
jett,astra,killjoy,sova,yoru,sova,phoenix,jett,astra,killjoy,Ascent,Team 1
astra,yoru,jett,sova,killjoy,jett,sova,phoenix,cypher,omen,Haven,Team 1
jett,phoenix,sova,astra,killjoy,astra,jett,phoenix,sova,cypher,Haven,Team 1
astra,phoenix,killjoy,jett,sova,jett,raze,cypher,sova,astra,Ascent,Team 2
jett,viper,raze,sage,astra,jett,sage,cypher,astra,raze,Split,Team 2
killjoy,astra,jett,reyna,sova,jett,sova,phoenix,killjoy,astra,Ascent,Team 2
astra,sova,phoenix,jett,cypher,sova,astra,killjoy,jett,phoenix,Haven,Team 2
astra,raze,skye,cypher,sova,astra,jett,yoru,killjoy,sova,Ascent,Team 2
sova,skye,astra,cypher,raze,sova,skye,astra,viper,raze,Bind,Team 2
killjoy,raze,viper,sage,astra,sage,raze,astra,cypher,jett,Split,Team 1
viper,killjoy,astra,sova,sage,cypher,jett,reyna,sova,astra,Ascent,Team 2
sova,brimstone,skye,raze,viper,cypher,sova,raze,astra,jett,Bind,Team 2
phoenix,jett,sova,cypher,omen,cypher,astra,phoenix,sova,sage,Haven,Team 1
astra,phoenix,jett,sova,killjoy,astra,phoenix,sova,jett,killjoy,Ascent,Team 2
raze,sova,sage,omen,jett,sage,reyna,sova,viper,jett,Icebox,Team 1
sage,killjoy,astra,raze,skye,skye,raze,breach,viper,astra,Split,Team 2
sova,killjoy,astra,raze,skye,yoru,jett,sova,astra,killjoy,Haven,Team 2
raze,cypher,omen,jett,sova,viper,sova,sage,astra,raze,Bind,Team 1
phoenix,cypher,omen,jett,sova,sova,jett,skye,cypher,astra,Haven,Team 1
jett,killjoy,sage,viper,sova,viper,killjoy,sova,sage,jett,Icebox,Team 1
viper,astra,sova,sage,killjoy,jett,cypher,sova,astra,phoenix,Ascent,Team 1
raze,jett,sage,killjoy,viper,jett,killjoy,sova,viper,sage,Icebox,Team 2
sova,astra,raze,viper,sage,astra,reyna,sova,jett,killjoy,Ascent,Team 2
raze,sova,reyna,astra,cypher,jett,astra,phoenix,sova,killjoy,Haven,Team 2
sova,raze,reyna,killjoy,astra,killjoy,phoenix,jett,astra,sova,Ascent,Team 2
raze,jett,sova,cypher,astra,phoenix,raze,sova,viper,astra,Bind,Team 1
jett,phoenix,cypher,astra,sova,astra,sova,killjoy,jett,skye,Haven,Team 1
raze,sova,cypher,astra,skye,sage,raze,killjoy,skye,astra,Haven,Team 2
raze,sova,cypher,astra,skye,raze,astra,sage,cypher,skye,Bind,Team 1
cypher,sage,raze,breach,astra,raze,viper,skye,omen,killjoy,Split,Team 1
cypher,astra,phoenix,sova,sage,raze,sova,skye,killjoy,astra,Haven,Team 1
raze,astra,viper,skye,sage,raze,viper,skye,sova,astra,Bind,Team 1
sova,phoenix,jett,astra,killjoy,phoenix,cypher,astra,sova,raze,Ascent,Team 1
raze,sage,sova,astra,skye,sova,raze,viper,skye,astra,Bind,Team 2
raze,astra,sova,cypher,skye,astra,phoenix,killjoy,sova,jett,Ascent,Team 1
cypher,raze,phoenix,sova,astra,skye,viper,sova,astra,raze,Bind,Team 1
raze,omen,reyna,sage,cypher,skye,reyna,omen,raze,killjoy,Split,Team 1
skye,jett,astra,raze,cypher,sova,astra,cypher,reyna,raze,Bind,Team 1
raze,killjoy,skye,viper,omen,raze,skye,killjoy,sage,omen,Split,Team 2
sova,raze,killjoy,astra,skye,sova,jett,cypher,astra,phoenix,Haven,Team 1
jett,skye,astra,sova,cypher,phoenix,jett,sova,cypher,astra,Haven,Team 2
jett,raze,astra,sova,cypher,raze,astra,sova,killjoy,skye,Haven,Team 2
raze,viper,skye,omen,killjoy,reyna,cypher,omen,sova,sage,Split,Team 1
